t,experiment_id,user,current_round
260212.175111557,39,Gloria,0
260222.810716969,39,Gloria,1
260233.776192911,39,Gloria,2
260245.37054775,39,Gloria,3
260256.551011234,39,Gloria,4
260272.230367604,39,Gloria,5
260283.192741317,39,Gloria,6
260295.278216251,39,Gloria,7
260307.813258917,39,Gloria,8
260318.802533437,39,Gloria,9
260330.425155181,39,Gloria,10
260342.147948972,39,Gloria,11
260353.800676119,39,Gloria,12
260366.254832513,39,Gloria,13
260377.39355644,39,Gloria,14
260388.677955386,39,Gloria,15
260399.20770264,39,Gloria,16
260409.608200048,39,Gloria,17
260420.870288992,39,Gloria,18
260432.669636415,39,Gloria,19
260443.252159473,39,Gloria,20
260453.763355872,39,Gloria,21
260464.301378065,39,Gloria,22
260474.740173698,39,Gloria,23
260485.192898688,39,Gloria,24
