t,experiment_id,user,current_round
260213.257075028,39,Shane,0
260224.032933781,39,Shane,1
260235.698830763,39,Shane,2
260249.433525407,39,Shane,3
260260.660720038,39,Shane,4
260274.089224492,39,Shane,5
260286.414248189,39,Shane,6
260299.394404428,39,Shane,7
260312.132404775,39,Shane,8
260323.961051885,39,Shane,9
260336.797790558,39,Shane,10
260347.803850686,39,Shane,11
260358.94979543,39,Shane,12
260369.5888819,39,Shane,13
260380.324650289,39,Shane,14
260391.199188803,39,Shane,15
260401.919466207,39,Shane,16
260413.84174567,39,Shane,17
260426.718526093,39,Shane,18
260438.297571173,39,Shane,19
260449.268506655,39,Shane,20
260459.91983638,39,Shane,21
260470.143733585,39,Shane,22
260480.50350068,39,Shane,23
260490.965799415,39,Shane,24
