t,experiment_id,user,current_round
260213.565750969,39,Kaylee,0
260224.285920889,39,Kaylee,1
260235.939900157,39,Kaylee,2
260249.762422648,39,Kaylee,3
260261.045339435,39,Kaylee,4
260274.389087095,39,Kaylee,5
260286.803665267,39,Kaylee,6
260299.638767557,39,Kaylee,7
260312.399889512,39,Kaylee,8
260324.286724138,39,Kaylee,9
260337.081836813,39,Kaylee,10
260348.073273572,39,Kaylee,11
260359.25276556,39,Kaylee,12
260372.845439563,39,Kaylee,13
260384.460191203,39,Kaylee,14
260394.762961285,39,Kaylee,15
260406.543794503,39,Kaylee,16
260417.900357499,39,Kaylee,17
260428.512606892,39,Kaylee,18
260440.210213704,39,Kaylee,19
260451.214312032,39,Kaylee,20
260461.610030223,39,Kaylee,21
260471.884685258,39,Kaylee,22
260481.970632613,39,Kaylee,23
260492.22073648,39,Kaylee,24
