t,experiment_id,user,current_round
260213.472091979,39,Evelyne,0
260224.220585436,39,Evelyne,1
260235.876194445,39,Evelyne,2
260249.675866307,39,Evelyne,3
260260.940615217,39,Evelyne,4
260274.323943001,39,Evelyne,5
260286.721182183,39,Evelyne,6
260299.564545586,39,Evelyne,7
260312.329887098,39,Evelyne,8
260324.191273232,39,Evelyne,9
260336.995873023,39,Evelyne,10
260347.99959075,39,Evelyne,11
260359.164408358,39,Evelyne,12
260372.750877378,39,Evelyne,13
260382.9251589,39,Evelyne,14
260394.688766498,39,Evelyne,15
260406.44593768,39,Evelyne,16
260417.816864605,39,Evelyne,17
260428.432911355,39,Evelyne,18
260440.127901932,39,Evelyne,19
260451.152704868,39,Evelyne,20
260461.530488029,39,Evelyne,21
260471.813990446,39,Evelyne,22
260481.838899744,39,Evelyne,23
260491.887424012,39,Evelyne,24
