t,experiment_id,user,current_round
260212.945821991,39,Cristy,0
260223.743327194,39,Cristy,1
260235.415768518,39,Cristy,2
260249.071432224,39,Cristy,3
260260.098842228,39,Cristy,4
260273.698922436,39,Cristy,5
260285.987281621,39,Cristy,6
260299.083645716,39,Cristy,7
260311.865938624,39,Cristy,8
260323.639687563,39,Cristy,9
260336.489539888,39,Cristy,10
260347.497356172,39,Cristy,11
260358.628481026,39,Cristy,12
260369.309542923,39,Cristy,13
260380.051399071,39,Cristy,14
260390.892851794,39,Cristy,15
260401.642490134,39,Cristy,16
260413.559196972,39,Cristy,17
260423.707838039,39,Cristy,18
260435.070953292,39,Cristy,19
260446.082513577,39,Cristy,20
260456.749795478,39,Cristy,21
260467.221637434,39,Cristy,22
260477.848744158,39,Cristy,23
260488.059369899,39,Cristy,24
