t,experiment_id,user,current_round
260213.959502556,39,Charissa,0
260225.0113154,39,Charissa,1
260236.166463324,39,Charissa,2
260249.949044627,39,Charissa,3
260266.119027748,39,Charissa,4
260279.724362632,39,Charissa,5
260294.120335995,39,Charissa,6
260307.127567668,39,Charissa,7
260318.020272197,39,Charissa,8
260328.236060162,39,Charissa,9
260339.649898643,39,Charissa,10
260351.537694993,39,Charissa,11
260361.719893469,39,Charissa,12
260373.037240532,39,Charissa,13
260384.659253691,39,Charissa,14
260396.532629843,39,Charissa,15
260407.817510192,39,Charissa,16
260419.02940676,39,Charissa,17
260429.634609129,39,Charissa,18
260440.42567995,39,Charissa,19
260451.389671749,39,Charissa,20
260461.780389314,39,Charissa,21
260472.806654287,39,Charissa,22
260482.852186019,39,Charissa,23
260493.103532869,39,Charissa,24
