t,experiment_id,user,current_round
260211.826205253,39,Mi,0
260222.227146838,39,Mi,1
260233.457166612,39,Mi,2
260245.068978067,39,Mi,3
260256.233532768,39,Mi,4
260271.75504649,39,Mi,5
260282.88341818,39,Mi,6
260294.908627084,39,Mi,7
260307.497703498,39,Mi,8
260318.466098592,39,Mi,9
260330.107978611,39,Mi,10
260341.726825043,39,Mi,11
260353.45986789,39,Mi,12
260365.901000658,39,Mi,13
260377.08326604,39,Mi,14
260387.328450132,39,Mi,15
260397.810255712,39,Mi,16
260409.290600765,39,Mi,17
260420.526499625,39,Mi,18
260432.312027513,39,Mi,19
260442.957365121,39,Mi,20
260453.427116292,39,Mi,21
260463.992295006,39,Mi,22
260474.455955581,39,Mi,23
260484.679103989,39,Mi,24
