t,experiment_id,user,current_round
260212.691956616,39,Randolph,0
260223.312836947,39,Randolph,1
260234.332206815,39,Randolph,2
260245.883978977,39,Randolph,3
260257.138023048,39,Randolph,4
260273.172487312,39,Randolph,5
260285.762384686,39,Randolph,6
260298.846388078,39,Randolph,7
260311.622618856,39,Randolph,8
260323.369399218,39,Randolph,9
260336.220145997,39,Randolph,10
260347.268642624,39,Randolph,11
260358.38048293,39,Randolph,12
260369.043909001,39,Randolph,13
260379.815656862,39,Randolph,14
260390.623225547,39,Randolph,15
260401.384249227,39,Randolph,16
260411.795987402,39,Randolph,17
260422.301244062,39,Randolph,18
260433.473147062,39,Randolph,19
260445.780915299,39,Randolph,20
260456.499364054,39,Randolph,21
260466.985062806,39,Randolph,22
260477.137214598,39,Randolph,23
260487.315215672,39,Randolph,24
