t,experiment_id,user,current_round
260213.646403846,39,Temika,0
260224.863588555,39,Temika,1
260235.96192463,39,Temika,2
260249.781590905,39,Temika,3
260261.089955884,39,Temika,4
260274.411892098,39,Temika,5
260286.822038243,39,Temika,6
260299.656112493,39,Temika,7
260312.420989267,39,Temika,8
260324.30913853,39,Temika,9
260337.103854745,39,Temika,10
260348.104591184,39,Temika,11
260359.279818904,39,Temika,12
260372.871130575,39,Temika,13
260384.480767125,39,Temika,14
260394.78438814,39,Temika,15
260406.566308862,39,Temika,16
260417.939716962,39,Temika,17
260428.538163859,39,Temika,18
260440.243714439,39,Temika,19
260451.236204348,39,Temika,20
260461.631777074,39,Temika,21
260471.918046746,39,Temika,22
260482.032436696,39,Temika,23
260492.250394981,39,Temika,24
