t,experiment_id,user,current_round
260211.853290819,39,Jack,0
260222.257771168,39,Jack,1
260233.489042066,39,Jack,2
260245.093936559,39,Jack,3
260256.26154059,39,Jack,4
260271.806241847,39,Jack,5
260282.919588307,39,Jack,6
260294.9460118,39,Jack,7
260307.519127135,39,Jack,8
260318.499844985,39,Jack,9
260330.1308921,39,Jack,10
260341.754345939,39,Jack,11
260353.489361195,39,Jack,12
260365.93168182,39,Jack,13
260377.116977941,39,Jack,14
260387.350336804,39,Jack,15
260397.83236527,39,Jack,16
260409.313378008,39,Jack,17
260420.559979203,39,Jack,18
260432.354580206,39,Jack,19
260442.991887391,39,Jack,20
260453.462150386,39,Jack,21
260464.01115054,39,Jack,22
260474.487358254,39,Jack,23
260484.704206243,39,Jack,24
