t,experiment_id,user,current_round
260213.186919907,39,Jean Panda,0
260223.965110354,39,Jean Panda,1
260235.628018257,39,Jean Panda,2
260249.364768245,39,Jean Panda,3
260260.593394718,39,Jean Panda,4
260274.018019508,39,Jean Panda,5
260286.297368929,39,Jean Panda,6
260299.327446628,39,Jean Panda,7
260312.069994865,39,Jean Panda,8
260323.874159515,39,Jean Panda,9
260336.734348041,39,Jean Panda,10
260347.73159771,39,Jean Panda,11
260358.8875787,39,Jean Panda,12
260369.519499205,39,Jean Panda,13
260380.256078879,39,Jean Panda,14
260391.137827247,39,Jean Panda,15
260401.855189949,39,Jean Panda,16
260413.785660278,39,Jean Panda,17
260426.648373032,39,Jean Panda,18
260438.207724222,39,Jean Panda,19
260449.167316364,39,Jean Panda,20
260459.836614544,39,Jean Panda,21
260470.088531995,39,Jean Panda,22
260480.439262886,39,Jean Panda,23
260490.843472418,39,Jean Panda,24
