t,experiment_id,user,current_round
260214.034086517,39,Magaly,0
260225.061763665,39,Magaly,1
260236.25697445,39,Magaly,2
260250.039368359,39,Magaly,3
260266.178468367,39,Magaly,4
260279.866036496,39,Magaly,5
260294.242149999,39,Magaly,6
260307.189740918,39,Magaly,7
260318.095251807,39,Magaly,8
260329.729079808,39,Magaly,9
260341.369210042,39,Magaly,10
260351.644371695,39,Magaly,11
260363.481625387,39,Magaly,12
260374.612450324,39,Magaly,13
260385.510225818,39,Magaly,14
260396.603876839,39,Magaly,15
260407.873833809,39,Magaly,16
260419.104296451,39,Magaly,17
260429.786261947,39,Magaly,18
260440.499858552,39,Magaly,19
260451.454384318,39,Magaly,20
260462.633237957,39,Magaly,21
260472.86376769,39,Magaly,22
260482.951149351,39,Magaly,23
260493.159490112,39,Magaly,24
