t,experiment_id,user,current_round
260212.597437936,39,Delaine,0
260223.25155303,39,Delaine,1
260234.261181506,39,Delaine,2
260245.81648993,39,Delaine,3
260257.053325921,39,Delaine,4
260273.065598025,39,Delaine,5
260285.693650988,39,Delaine,6
260298.774995989,39,Delaine,7
260311.543132936,39,Delaine,8
260323.300673643,39,Delaine,9
260333.759394612,39,Delaine,10
260344.324377221,39,Delaine,11
260356.162521484,39,Delaine,12
260367.809512003,39,Delaine,13
260378.714743533,39,Delaine,14
260390.547921545,39,Delaine,15
260401.326528428,39,Delaine,16
260411.727147739,39,Delaine,17
260422.231920369,39,Delaine,18
260433.379579854,39,Delaine,19
260445.70876233,39,Delaine,20
260456.409399147,39,Delaine,21
260466.917733774,39,Delaine,22
260477.06953485,39,Delaine,23
260487.237715934,39,Delaine,24
