t,experiment_id,user,current_round
260212.317008923,39,Magdalen,0
260222.938849365,39,Magdalen,1
260233.909455841,39,Magdalen,2
260245.478529272,39,Magdalen,3
260256.677948364,39,Magdalen,4
260272.457368913,39,Magdalen,5
260283.351533793,39,Magdalen,6
260295.438770563,39,Magdalen,7
260307.927962629,39,Magdalen,8
260322.929348336,39,Magdalen,9
260333.407030235,39,Magdalen,10
260344.009093513,39,Magdalen,11
260355.840052774,39,Magdalen,12
260366.346625487,39,Magdalen,13
260377.506497768,39,Magdalen,14
260388.806157494,39,Magdalen,15
260399.340026853,39,Magdalen,16
260410.489281818,39,Magdalen,17
260420.977052345,39,Magdalen,18
260432.78192575,39,Magdalen,19
260443.384751787,39,Magdalen,20
260453.894287678,39,Magdalen,21
260464.443295594,39,Magdalen,22
260475.125505259,39,Magdalen,23
260485.306773155,39,Magdalen,24
