t,experiment_id,user,current_round
260214.065310674,39,Adaline,0
260225.0783032,39,Adaline,1
260236.283016597,39,Adaline,2
260250.059296363,39,Adaline,3
260266.210155324,39,Adaline,4
260279.932475128,39,Adaline,5
260294.286447255,39,Adaline,6
260307.218273499,39,Adaline,7
260318.11423328,39,Adaline,8
260329.751346711,39,Adaline,9
260341.374091502,39,Adaline,10
260351.674466079,39,Adaline,11
260363.507739538,39,Adaline,12
260374.629387525,39,Adaline,13
260385.535529452,39,Adaline,14
260396.629495765,39,Adaline,15
260407.90360236,39,Adaline,16
260419.12146667,39,Adaline,17
260429.865097789,39,Adaline,18
260440.521238379,39,Adaline,19
260451.475994046,39,Adaline,20
260462.659389358,39,Adaline,21
260472.885086875,39,Adaline,22
260482.980860282,39,Adaline,23
260493.180594678,39,Adaline,24
