t,experiment_id,user,current_round
260214.007060041,39,Vickey,0
260225.040740753,39,Vickey,1
260236.239488155,39,Vickey,2
260250.0108569,39,Vickey,3
260266.149799756,39,Vickey,4
260279.811514521,39,Vickey,5
260294.177972775,39,Vickey,6
260307.167352308,39,Vickey,7
260318.065700679,39,Vickey,8
260328.294329386,39,Vickey,9
260339.703856019,39,Vickey,10
260351.608840511,39,Vickey,11
260363.454982243,39,Vickey,12
260374.585222994,39,Vickey,13
260385.479034024,39,Vickey,14
260396.569882757,39,Vickey,15
260407.852324171,39,Vickey,16
260419.068239607,39,Vickey,17
260429.724936122,39,Vickey,18
260440.482216865,39,Vickey,19
260451.428763005,39,Vickey,20
260462.611314893,39,Vickey,21
260472.838612499,39,Vickey,22
260482.918922001,39,Vickey,23
260493.137820768,39,Vickey,24
