t,experiment_id,user,current_round
260213.871465202,39,Livia,0
260224.968507988,39,Livia,1
260236.076468013,39,Livia,2
260249.889668964,39,Livia,3
260266.062243417,39,Livia,4
260279.553505626,39,Livia,5
260294.043407335,39,Livia,6
260307.072959559,39,Livia,7
260317.953536091,39,Livia,8
260328.164038678,39,Livia,9
260339.589252825,39,Livia,10
260351.470738359,39,Livia,11
260361.664238891,39,Livia,12
260372.975749253,39,Livia,13
260384.587568876,39,Livia,14
260394.904213222,39,Livia,15
260406.676607755,39,Livia,16
260418.055696342,39,Livia,17
260428.643355971,39,Livia,18
260440.369963015,39,Livia,19
260451.321106189,39,Livia,20
260461.728955956,39,Livia,21
260472.754589779,39,Livia,22
260482.772711952,39,Livia,23
260492.833371189,39,Livia,24
