t,experiment_id,user,current_round
260213.2130618,39,Lorine,0
260224.000628448,39,Lorine,1
260235.657133289,39,Lorine,2
260249.389878489,39,Lorine,3
260260.622704808,39,Lorine,4
260274.050591411,39,Lorine,5
260286.361360488,39,Lorine,6
260299.355948416,39,Lorine,7
260312.097614475,39,Lorine,8
260323.905525953,39,Lorine,9
260336.759404911,39,Lorine,10
260347.765343615,39,Lorine,11
260358.909807286,39,Lorine,12
260369.544969345,39,Lorine,13
260380.292204929,39,Lorine,14
260391.1645003,39,Lorine,15
260401.876395507,39,Lorine,16
260413.803170439,39,Lorine,17
260426.679649098,39,Lorine,18
260438.251624309,39,Lorine,19
260449.208089436,39,Lorine,20
260459.867875004,39,Lorine,21
260470.11373838,39,Lorine,22
260480.469056406,39,Lorine,23
260490.902165906,39,Lorine,24
