t,experiment_id,user,current_round
260212.550308771,39,Annelle,0
260223.204894027,39,Annelle,1
260234.19696453,39,Annelle,2
260245.770487058,39,Annelle,3
260256.999195502,39,Annelle,4
260272.950332889,39,Annelle,5
260285.633001943,39,Annelle,6
260298.722022586,39,Annelle,7
260311.496975321,39,Annelle,8
260323.266178522,39,Annelle,9
260333.715919557,39,Annelle,10
260344.282586654,39,Annelle,11
260356.108724603,39,Annelle,12
260367.756893813,39,Annelle,13
260378.671703489,39,Annelle,14
260390.49169323,39,Annelle,15
260400.592050238,39,Annelle,16
260411.67376006,39,Annelle,17
260422.150876614,39,Annelle,18
260433.315914051,39,Annelle,19
260445.61456228,39,Annelle,20
260456.354620355,39,Annelle,21
260466.516324325,39,Annelle,22
260476.650994892,39,Annelle,23
260487.111743643,39,Annelle,24
