t,experiment_id,user,current_round
260213.835810214,39,Cristina,0
260224.939720899,39,Cristina,1
260236.034270375,39,Cristina,2
260249.862981341,39,Cristina,3
260266.04383626,39,Cristina,4
260279.500296178,39,Cristina,5
260293.975780972,39,Cristina,6
260307.047038256,39,Cristina,7
260317.923502398,39,Cristina,8
260328.138512571,39,Cristina,9
260339.560324213,39,Cristina,10
260351.435010409,39,Cristina,11
260361.638577459,39,Cristina,12
260372.950422279,39,Cristina,13
260384.565914341,39,Cristina,14
260394.869043704,39,Cristina,15
260406.647465204,39,Cristina,16
260418.030033855,39,Cristina,17
260428.620051097,39,Cristina,18
260440.344886749,39,Cristina,19
260451.284901193,39,Cristina,20
260461.697990775,39,Cristina,21
260471.993919148,39,Cristina,22
260482.104179071,39,Cristina,23
260492.316139985,39,Cristina,24
