t,experiment_id,user,current_round
260212.769993635,39,Lila,0
260223.392732216,39,Lila,1
260234.415411986,39,Lila,2
260245.949353974,39,Lila,3
260257.227337206,39,Lila,4
260273.33880382,39,Lila,5
260285.830268147,39,Lila,6
260298.925127171,39,Lila,7
260311.698258732,39,Lila,8
260323.449758744,39,Lila,9
260336.301707618,39,Lila,10
260347.339452825,39,Lila,11
260358.457790579,39,Lila,12
260369.120615206,39,Lila,13
260379.878807908,39,Lila,14
260390.701931963,39,Lila,15
260401.444359981,39,Lila,16
260411.872799154,39,Lila,17
260422.389089585,39,Lila,18
260434.906346642,39,Lila,19
260445.859313973,39,Lila,20
260456.580304679,39,Lila,21
260467.047468784,39,Lila,22
260477.220689141,39,Lila,23
260487.36270525,39,Lila,24
