t,experiment_id,user,current_round
260213.239350198,39,Patty,0
260224.022768593,39,Patty,1
260235.679902853,39,Patty,2
260249.414476557,39,Patty,3
260260.645713428,39,Patty,4
260274.069277997,39,Patty,5
260286.395777483,39,Patty,6
260299.377256091,39,Patty,7
260312.114965652,39,Patty,8
260323.922731099,39,Patty,9
260336.780565695,39,Patty,10
260347.786934808,39,Patty,11
260358.928892387,39,Patty,12
260369.566872679,39,Patty,13
260380.310985073,39,Patty,14
260391.185835302,39,Patty,15
260401.897581475,39,Patty,16
260413.824508147,39,Patty,17
260426.697273698,39,Patty,18
260438.279352002,39,Patty,19
260449.246369538,39,Patty,20
260459.893800406,39,Patty,21
260470.130645,39,Patty,22
260480.490464163,39,Patty,23
260490.953831907,39,Patty,24
