t,experiment_id,user,current_round
260213.405005844,39,Dora,0
260224.151222948,39,Dora,1
260235.823322094,39,Dora,2
260249.595127386,39,Dora,3
260260.863380377,39,Dora,4
260274.216783999,39,Dora,5
260286.626372327,39,Dora,6
260299.497084411,39,Dora,7
260312.267043346,39,Dora,8
260324.139308844,39,Dora,9
260336.942411736,39,Dora,10
260347.929937851,39,Dora,11
260359.089461572,39,Dora,12
260372.691269532,39,Dora,13
260382.856922571,39,Dora,14
260394.63115556,39,Dora,15
260406.386125764,39,Dora,16
260417.730077559,39,Dora,17
260428.36524114,39,Dora,18
260440.046330927,39,Dora,19
260451.085586473,39,Dora,20
260461.448313232,39,Dora,21
260471.748818715,39,Dora,22
260481.767948967,39,Dora,23
260491.797403732,39,Dora,24
