t,experiment_id,user,current_round
260214.101133869,39,Kandi,0
260225.107451426,39,Kandi,1
260236.29885747,39,Kandi,2
260250.090160517,39,Kandi,3
260266.234837918,39,Kandi,4
260280.019454409,39,Kandi,5
260294.329189497,39,Kandi,6
260307.239867083,39,Kandi,7
260318.141003544,39,Kandi,8
260329.773290234,39,Kandi,9
260341.399586691,39,Kandi,10
260353.16897028,39,Kandi,11
260363.539979461,39,Kandi,12
260374.652315411,39,Kandi,13
260385.552960641,39,Kandi,14
260396.659271512,39,Kandi,15
260407.929368753,39,Kandi,16
260419.147497783,39,Kandi,17
260429.951599728,39,Kandi,18
260440.54683833,39,Kandi,19
260451.506410859,39,Kandi,20
260462.681021028,39,Kandi,21
260472.910934226,39,Kandi,22
260483.015048348,39,Kandi,23
260493.201849148,39,Kandi,24
