t,experiment_id,user,current_round
260213.160522037,39,Maxwell,0
260223.945711607,39,Maxwell,1
260235.605342467,39,Maxwell,2
260249.337138694,39,Maxwell,3
260260.534497269,39,Maxwell,4
260273.990922915,39,Maxwell,5
260286.265810155,39,Maxwell,6
260299.295785633,39,Maxwell,7
260312.044328751,39,Maxwell,8
260323.851825646,39,Maxwell,9
260336.711527225,39,Maxwell,10
260347.701133621,39,Maxwell,11
260358.860147406,39,Maxwell,12
260369.493318564,39,Maxwell,13
260380.233749066,39,Maxwell,14
260391.110286061,39,Maxwell,15
260401.829488887,39,Maxwell,16
260413.761522078,39,Maxwell,17
260426.621841307,39,Maxwell,18
260438.179412134,39,Maxwell,19
260449.148347242,39,Maxwell,20
260459.804213281,39,Maxwell,21
260470.066448045,39,Maxwell,22
260480.41702563,39,Maxwell,23
260490.806057161,39,Maxwell,24
