t,experiment_id,user,current_round
260212.972851386,39,Daniel,0
260223.7877688,39,Daniel,1
260235.45699534,39,Daniel,2
260249.110223727,39,Daniel,3
260260.157123094,39,Daniel,4
260273.742642006,39,Daniel,5
260286.004680073,39,Daniel,6
260299.118864579,39,Daniel,7
260311.895673874,39,Daniel,8
260323.66991349,39,Daniel,9
260336.523032483,39,Daniel,10
260347.532381142,39,Daniel,11
260358.666235265,39,Daniel,12
260369.336155813,39,Daniel,13
260380.08211908,39,Daniel,14
260390.925171852,39,Daniel,15
260401.672675767,39,Daniel,16
260413.59537889,39,Daniel,17
260426.45583316,39,Daniel,18
260437.93272729,39,Daniel,19
260448.969973726,39,Daniel,20
260459.006680651,39,Daniel,21
260469.029212176,39,Daniel,22
260479.045944298,39,Daniel,23
260489.13810077,39,Daniel,24
