t,user,current_round
187891.333859486,Bobbi,0
187901.481122969,Bobbi,1
187911.645686366,Bobbi,2
187921.73557759,Bobbi,3
187931.809856475,Bobbi,4
187941.842812938,Bobbi,5
187951.87840705,Bobbi,6
187961.920862567,Bobbi,7
187971.960065277,Bobbi,8
187982.071101293,Bobbi,9
187992.106841593,Bobbi,10
188002.157673791,Bobbi,11
188012.202625899,Bobbi,12
188022.226731039,Bobbi,13
188032.24327661,Bobbi,14
188042.259302793,Bobbi,15
188052.267170499,Bobbi,16
188062.292248293,Bobbi,17
188072.326882527,Bobbi,18
188082.334251865,Bobbi,19
188092.338816278,Bobbi,20
188102.34799788,Bobbi,21
188112.359850432,Bobbi,22
188122.368966365,Bobbi,23
188132.370271074,Bobbi,24
188142.382977907,Bobbi,25
188152.438224422,Bobbi,26
188162.439590636,Bobbi,27
188172.444196521,Bobbi,28
188182.483098752,Bobbi,29
188192.530917783,Bobbi,30
188202.546439211,Bobbi,31
188212.550066597,Bobbi,32
188222.556215374,Bobbi,33
188232.566575046,Bobbi,34
188242.569518271,Bobbi,35
188252.579145558,Bobbi,36
188262.586380254,Bobbi,37
188272.595886325,Bobbi,38
188282.608799017,Bobbi,39
188292.618355949,Bobbi,40
188302.631648698,Bobbi,41
188312.63809865,Bobbi,42
188322.641806023,Bobbi,43
188332.642703837,Bobbi,44
188342.64668886,Bobbi,45
188352.657687906,Bobbi,46
188362.662700415,Bobbi,47
188372.665653481,Bobbi,48
188382.677033506,Bobbi,49
188392.677283598,Bobbi,50
188402.680583958,Bobbi,51
188412.691225607,Bobbi,52
188422.696319059,Bobbi,53
188432.72093666,Bobbi,54
188442.721355774,Bobbi,55
188452.726150084,Bobbi,56
188462.728755686,Bobbi,57
188472.733222046,Bobbi,58
188482.753652721,Bobbi,59
