t,user,current_round
187891.113369465,Isaura,0
187901.352236919,Isaura,1
187911.413772005,Isaura,2
187921.421510232,Isaura,3
187931.45216963,Isaura,4
187941.513727389,Isaura,5
187951.563901409,Isaura,6
187961.593857063,Isaura,7
187971.630753794,Isaura,8
187981.668204285,Isaura,9
187991.6795251,Isaura,10
188001.708605259,Isaura,11
188011.745199507,Isaura,12
188021.775359679,Isaura,13
188031.780256242,Isaura,14
188041.787339895,Isaura,15
188051.84217332,Isaura,16
188061.843172285,Isaura,17
188071.854490274,Isaura,18
188081.86127769,Isaura,19
188091.905810947,Isaura,20
188101.936832092,Isaura,21
188111.943552455,Isaura,22
188121.961702844,Isaura,23
188131.994244513,Isaura,24
188142.002394523,Isaura,25
188152.014844464,Isaura,26
188162.030204637,Isaura,27
188172.040813327,Isaura,28
188182.057469583,Isaura,29
188192.07246854,Isaura,30
188202.081968473,Isaura,31
188212.094149739,Isaura,32
188222.097211264,Isaura,33
188232.099889112,Isaura,34
188242.109691018,Isaura,35
188252.1236241,Isaura,36
188262.127693421,Isaura,37
188272.135519614,Isaura,38
188282.140515704,Isaura,39
188292.144059572,Isaura,40
188302.145045172,Isaura,41
188312.148034111,Isaura,42
188322.162237253,Isaura,43
188332.16861402,Isaura,44
188342.179532759,Isaura,45
188352.185929427,Isaura,46
188362.193244474,Isaura,47
188372.199719575,Isaura,48
188382.205207753,Isaura,49
188392.225190817,Isaura,50
188402.234223343,Isaura,51
188412.24548327,Isaura,52
188422.249320643,Isaura,53
188432.255394646,Isaura,54
188442.269301098,Isaura,55
188452.277255783,Isaura,56
188462.295788335,Isaura,57
188472.300146324,Isaura,58
188482.316384145,Isaura,59
