t,user,current_round
187891.313140406,Julianna,0
187901.462729311,Julianna,1
187911.626820459,Julianna,2
187921.723711558,Julianna,3
187931.793518699,Julianna,4
187941.825332273,Julianna,5
187951.866242927,Julianna,6
187961.903391083,Julianna,7
187971.947555352,Julianna,8
187982.04790939,Julianna,9
187992.071671748,Julianna,10
188002.098941718,Julianna,11
188012.138020254,Julianna,12
188022.155467397,Julianna,13
188032.168069099,Julianna,14
188042.177739461,Julianna,15
188052.221190733,Julianna,16
188062.235907556,Julianna,17
188072.268295575,Julianna,18
188082.277707871,Julianna,19
188092.30670376,Julianna,20
188102.307589982,Julianna,21
188112.312562874,Julianna,22
188122.324907029,Julianna,23
188132.337318095,Julianna,24
188142.346221246,Julianna,25
188152.383441374,Julianna,26
188162.392066089,Julianna,27
188172.414273245,Julianna,28
188182.465568216,Julianna,29
188192.479060037,Julianna,30
188202.485853767,Julianna,31
188212.48989674,Julianna,32
188222.509045232,Julianna,33
188232.509865952,Julianna,34
188242.520028729,Julianna,35
188252.5306411,Julianna,36
188262.547964035,Julianna,37
188272.557754891,Julianna,38
188282.55848571,Julianna,39
188292.56202657,Julianna,40
188302.562175441,Julianna,41
188312.570303822,Julianna,42
188322.583788863,Julianna,43
188332.58946967,Julianna,44
188342.599891303,Julianna,45
188352.604093568,Julianna,46
188362.604734871,Julianna,47
188372.612859293,Julianna,48
188382.622762782,Julianna,49
188392.627307485,Julianna,50
188402.637159355,Julianna,51
188412.640432848,Julianna,52
188422.647114395,Julianna,53
188432.656047397,Julianna,54
188442.659303736,Julianna,55
188452.66183107,Julianna,56
188462.673105841,Julianna,57
188472.685354024,Julianna,58
188482.692069119,Julianna,59
