t,user,current_round
187891.019443166,Magaly,0
187901.148177567,Magaly,1
187911.187531707,Magaly,2
187921.243252638,Magaly,3
187931.307207927,Magaly,4
187941.316093079,Magaly,5
187951.390500662,Magaly,6
187961.396685592,Magaly,7
187971.434661604,Magaly,8
187981.499970502,Magaly,9
187991.525780351,Magaly,10
188001.532295124,Magaly,11
188011.593608416,Magaly,12
188021.600664222,Magaly,13
188031.621472358,Magaly,14
188041.623157708,Magaly,15
188051.633323292,Magaly,16
188061.641018365,Magaly,17
188071.676972675,Magaly,18
188081.683374865,Magaly,19
188091.685220392,Magaly,20
188101.686691241,Magaly,21
188111.698222247,Magaly,22
188121.735736205,Magaly,23
188131.736866232,Magaly,24
188141.740742871,Magaly,25
188151.751095795,Magaly,26
188161.755250703,Magaly,27
188171.762274013,Magaly,28
188181.766465349,Magaly,29
188191.790533904,Magaly,30
188201.796053467,Magaly,31
188211.813234057,Magaly,32
188221.842973935,Magaly,33
188231.851448886,Magaly,34
188241.862489079,Magaly,35
188251.86617709,Magaly,36
188261.871617965,Magaly,37
188271.883020756,Magaly,38
188281.893512243,Magaly,39
188291.900755426,Magaly,40
188301.909844192,Magaly,41
188311.914184637,Magaly,42
188321.926084092,Magaly,43
188331.929220164,Magaly,44
188341.93874815,Magaly,45
188351.957439231,Magaly,46
188361.982836082,Magaly,47
188371.998124628,Magaly,48
188382.024611657,Magaly,49
188392.026807673,Magaly,50
188402.037995184,Magaly,51
188412.042948287,Magaly,52
188422.064585324,Magaly,53
188432.071584877,Magaly,54
188442.078991083,Magaly,55
188452.080512591,Magaly,56
188462.088485884,Magaly,57
188472.098351434,Magaly,58
188482.116655424,Magaly,59
