t,user,current_round
187891.170953618,Lizzette,0
187901.382087271,Lizzette,1
187911.48510496,Lizzette,2
187921.539670569,Lizzette,3
187931.59637125,Lizzette,4
187941.675980477,Lizzette,5
187951.690091525,Lizzette,6
187961.711315234,Lizzette,7
187971.735630886,Lizzette,8
187981.77706447,Lizzette,9
187991.785973913,Lizzette,10
188001.878216868,Lizzette,11
188011.878915873,Lizzette,12
188021.894189137,Lizzette,13
188031.898313156,Lizzette,14
188041.91063757,Lizzette,15
188051.950029669,Lizzette,16
188061.997207291,Lizzette,17
188072.00631171,Lizzette,18
188082.020403499,Lizzette,19
188092.035313016,Lizzette,20
188102.046411486,Lizzette,21
188112.062557413,Lizzette,22
188122.07369737,Lizzette,23
188132.129000041,Lizzette,24
188142.129358558,Lizzette,25
188152.143706912,Lizzette,26
188162.162624479,Lizzette,27
188172.170649889,Lizzette,28
188182.172598924,Lizzette,29
188192.199369999,Lizzette,30
188202.200753758,Lizzette,31
188212.208139283,Lizzette,32
188222.209332264,Lizzette,33
188232.210166525,Lizzette,34
188242.212241334,Lizzette,35
188252.22931863,Lizzette,36
188262.244098991,Lizzette,37
188272.258285477,Lizzette,38
188282.278131491,Lizzette,39
188292.28132118,Lizzette,40
188302.294147498,Lizzette,41
188312.298073137,Lizzette,42
188322.30005528,Lizzette,43
188332.303347392,Lizzette,44
188342.316151217,Lizzette,45
188352.317977838,Lizzette,46
188362.340546037,Lizzette,47
188372.354191935,Lizzette,48
188382.36213099,Lizzette,49
188392.373225486,Lizzette,50
188402.373293302,Lizzette,51
188412.376142405,Lizzette,52
188422.388282801,Lizzette,53
188432.390519248,Lizzette,54
188442.398621083,Lizzette,55
188452.411069097,Lizzette,56
188462.422018624,Lizzette,57
188472.422123743,Lizzette,58
188482.43118309,Lizzette,59
