t,user,current_round
187891.136162327,Jillian,0
187901.3639204,Jillian,1
187911.429308441,Jillian,2
187921.477320367,Jillian,3
187931.525265884,Jillian,4
187941.566012701,Jillian,5
187951.591620249,Jillian,6
187961.606128245,Jillian,7
187971.639370452,Jillian,8
187981.679789511,Jillian,9
187991.710636872,Jillian,10
188001.768615621,Jillian,11
188011.776181457,Jillian,12
188021.816733529,Jillian,13
188031.821457044,Jillian,14
188041.829168048,Jillian,15
188051.891341207,Jillian,16
188061.89810189,Jillian,17
188071.91143773,Jillian,18
188081.912336222,Jillian,19
188091.93128877,Jillian,20
188101.954152246,Jillian,21
188111.980069235,Jillian,22
188122.000529056,Jillian,23
188132.032920504,Jillian,24
188142.034708866,Jillian,25
188152.038185417,Jillian,26
188162.061582503,Jillian,27
188172.065007497,Jillian,28
188182.088896119,Jillian,29
188192.097668158,Jillian,30
188202.102037811,Jillian,31
188212.130046621,Jillian,32
188222.137296026,Jillian,33
188232.145180117,Jillian,34
188242.155506972,Jillian,35
188252.164558077,Jillian,36
188262.180230381,Jillian,37
188272.188071868,Jillian,38
188282.201361691,Jillian,39
188292.219978768,Jillian,40
188302.226746332,Jillian,41
188312.238481719,Jillian,42
188322.247119652,Jillian,43
188332.253060666,Jillian,44
188342.265323831,Jillian,45
188352.269567698,Jillian,46
188362.28133403,Jillian,47
188372.283207764,Jillian,48
188382.301911415,Jillian,49
188392.314736517,Jillian,50
188402.330008992,Jillian,51
188412.333956562,Jillian,52
188422.338034791,Jillian,53
188432.353537894,Jillian,54
188442.35434716,Jillian,55
188452.366363319,Jillian,56
188462.36879339,Jillian,57
188472.377550552,Jillian,58
188482.383359606,Jillian,59
