t,user,current_round
187891.358652556,Karlene,0
187901.503293658,Karlene,1
187911.682608186,Karlene,2
187921.831736987,Karlene,3
187931.913406234,Karlene,4
187941.966029159,Karlene,5
187952.042465524,Karlene,6
187962.126401545,Karlene,7
187972.145605893,Karlene,8
187982.172070842,Karlene,9
187992.275885397,Karlene,10
188002.399000047,Karlene,11
188012.416630094,Karlene,12
188022.467013423,Karlene,13
188032.502231339,Karlene,14
188042.529046272,Karlene,15
188052.559312809,Karlene,16
188062.601560158,Karlene,17
188072.604636178,Karlene,18
188082.642270666,Karlene,19
188092.681258139,Karlene,20
188102.74421688,Karlene,21
188112.761610198,Karlene,22
188122.800361792,Karlene,23
188132.806493278,Karlene,24
188142.816518221,Karlene,25
188152.81656924,Karlene,26
188162.817454472,Karlene,27
188172.839144339,Karlene,28
188182.867774991,Karlene,29
188192.879494896,Karlene,30
188202.882470135,Karlene,31
188212.889561718,Karlene,32
188222.897764452,Karlene,33
188232.900676737,Karlene,34
188242.911168804,Karlene,35
188252.916649338,Karlene,36
188262.921578613,Karlene,37
188272.935544423,Karlene,38
188282.939153126,Karlene,39
188292.958028224,Karlene,40
188302.976086665,Karlene,41
188312.98602474,Karlene,42
188322.998831098,Karlene,43
188333.003503567,Karlene,44
188343.012176751,Karlene,45
188353.021136638,Karlene,46
188363.038792978,Karlene,47
188373.053986369,Karlene,48
188383.064963017,Karlene,49
188393.070639393,Karlene,50
188403.07889797,Karlene,51
188413.08294827,Karlene,52
188423.089851695,Karlene,53
188433.094502014,Karlene,54
188443.114613646,Karlene,55
188453.121508563,Karlene,56
188463.153502208,Karlene,57
188473.162976499,Karlene,58
188483.176147563,Karlene,59
