t,user,current_round
187891.221411238,Vicki,0
187901.369714442,Vicki,1
187911.552067587,Vicki,2
187921.562781245,Vicki,3
187931.602700263,Vicki,4
187941.633086948,Vicki,5
187951.682331805,Vicki,6
187961.705072402,Vicki,7
187971.737363201,Vicki,8
187981.825073277,Vicki,9
187991.885964256,Vicki,10
188001.928991546,Vicki,11
188012.054965587,Vicki,12
188022.110582877,Vicki,13
188032.15316636,Vicki,14
188042.174991511,Vicki,15
188052.190573966,Vicki,16
188062.242396407,Vicki,17
188072.252375382,Vicki,18
188082.27204474,Vicki,19
188092.293198045,Vicki,20
188102.325671919,Vicki,21
188112.376224948,Vicki,22
188122.379999427,Vicki,23
188132.387247235,Vicki,24
188142.39734853,Vicki,25
188152.407968875,Vicki,26
188162.42541485,Vicki,27
188172.439518378,Vicki,28
188182.455816007,Vicki,29
188192.467145615,Vicki,30
188202.475819828,Vicki,31
188212.487615743,Vicki,32
188222.490458139,Vicki,33
188232.496809336,Vicki,34
188242.508652171,Vicki,35
188252.51698056,Vicki,36
188262.524784046,Vicki,37
188272.533649711,Vicki,38
188282.540506748,Vicki,39
188292.552050634,Vicki,40
188302.564072997,Vicki,41
188312.57044335,Vicki,42
188322.572872964,Vicki,43
188332.586190083,Vicki,44
188342.598200069,Vicki,45
188352.608038477,Vicki,46
188362.628554591,Vicki,47
188372.641135764,Vicki,48
188382.654192579,Vicki,49
188392.658772747,Vicki,50
188402.658995565,Vicki,51
188412.665663808,Vicki,52
188422.684303229,Vicki,53
188432.687911032,Vicki,54
188442.706594421,Vicki,55
188452.730746749,Vicki,56
188462.742678941,Vicki,57
188472.747972466,Vicki,58
188482.759570731,Vicki,59
