t,experiment_id,user,current_round
260208.282243384,13,Lila,0
260218.857217893,13,Lila,1
260230.831246472,13,Lila,2
260241.772259206,13,Lila,3
260253.77267743,13,Lila,4
260267.535183691,13,Lila,5
260283.073919194,13,Lila,6
260298.114729123,13,Lila,7
260311.796674104,13,Lila,8
260324.365791584,13,Lila,9
260334.864369691,13,Lila,10
260345.851181837,13,Lila,11
260356.206732106,13,Lila,12
260367.902749399,13,Lila,13
260379.037556983,13,Lila,14
260390.909130335,13,Lila,15
260403.091749743,13,Lila,16
260414.062550348,13,Lila,17
260425.262735345,13,Lila,18
260436.947209854,13,Lila,19
260447.222891116,13,Lila,20
260457.608621143,13,Lila,21
