t,experiment_id,user,current_round
260208.818530744,13,Vickey,0
260219.538938813,13,Vickey,1
260231.23694228,13,Vickey,2
260245.013998659,13,Vickey,3
260259.606102842,13,Vickey,4
260274.031922455,13,Vickey,5
260289.569295046,13,Vickey,6
260301.59477288,13,Vickey,7
260314.25072995,13,Vickey,8
260327.324560027,13,Vickey,9
260338.636050039,13,Vickey,10
260348.820230578,13,Vickey,11
260360.562363237,13,Vickey,12
260371.884070863,13,Vickey,13
260382.287480248,13,Vickey,14
260393.533554643,13,Vickey,15
260406.35846893,13,Vickey,16
260416.784850455,13,Vickey,17
260427.34989079,13,Vickey,18
260438.91329688,13,Vickey,19
260450.202627285,13,Vickey,20
260460.466316677,13,Vickey,21
