t,experiment_id,user,current_round
260207.732417973,13,Julianna,0
260218.189376413,13,Julianna,1
260229.120137385,13,Julianna,2
260241.365527553,13,Julianna,3
260253.270827034,13,Julianna,4
260266.802402475,13,Julianna,5
260282.469106342,13,Julianna,6
260297.508891761,13,Julianna,7
260307.91858195,13,Julianna,8
260318.260716208,13,Julianna,9
260330.613482936,13,Julianna,10
260341.31264546,13,Julianna,11
260351.825725651,13,Julianna,12
260363.256802148,13,Julianna,13
260373.874482248,13,Julianna,14
260386.367876189,13,Julianna,15
260397.53494491,13,Julianna,16
260408.82487759,13,Julianna,17
260420.931322958,13,Julianna,18
260432.815269284,13,Julianna,19
260443.40741863,13,Julianna,20
260453.857810249,13,Julianna,21
