t,experiment_id,user,current_round
260208.092874819,13,Otha,0
260218.712326979,13,Otha,1
260229.468955048,13,Otha,2
260241.636050535,13,Otha,3
260253.571023498,13,Otha,4
260267.367685971,13,Otha,5
260282.89784264,13,Otha,6
260297.841050386,13,Otha,7
260311.646355048,13,Otha,8
260324.175548337,13,Otha,9
260334.683060899,13,Otha,10
260345.704812601,13,Otha,11
260356.037454459,13,Otha,12
260367.768811941,13,Otha,13
260378.886127577,13,Otha,14
260390.756428858,13,Otha,15
260401.021695574,13,Otha,16
260412.147769127,13,Otha,17
260423.519530499,13,Otha,18
260435.326430017,13,Otha,19
260447.04155882,13,Otha,20
260457.43649611,13,Otha,21
