t,experiment_id,user,current_round
260208.893517876,13,Reita,0
260219.617466828,13,Reita,1
260231.322790962,13,Reita,2
260245.09378984,13,Reita,3
260259.785421087,13,Reita,4
260274.237076284,13,Reita,5
260289.803146788,13,Reita,6
260301.681688829,13,Reita,7
260314.35333612,13,Reita,8
260327.432391842,13,Reita,9
260338.741448958,13,Reita,10
260348.907938339,13,Reita,11
260360.648040745,13,Reita,12
260371.970027959,13,Reita,13
260382.379939225,13,Reita,14
260393.636665827,13,Reita,15
260406.458612905,13,Reita,16
260416.88090206,13,Reita,17
260427.442652489,13,Reita,18
260438.996811265,13,Reita,19
260450.299128681,13,Reita,20
260460.544268226,13,Reita,21
