t,experiment_id,user,current_round
260207.760836904,13,Angelika,0
260218.222606603,13,Angelika,1
260229.143294546,13,Angelika,2
260241.416113229,13,Angelika,3
260253.307878124,13,Angelika,4
260266.906383292,13,Angelika,5
260282.514199918,13,Angelika,6
260297.550750407,13,Angelika,7
260307.970762369,13,Angelika,8
260318.291078564,13,Angelika,9
260330.647809162,13,Angelika,10
260341.350597377,13,Angelika,11
260351.86923576,13,Angelika,12
260363.310604792,13,Angelika,13
260373.916265164,13,Angelika,14
260386.410031859,13,Angelika,15
260397.571005648,13,Angelika,16
260408.858595953,13,Angelika,17
260420.961844141,13,Angelika,18
260432.864058941,13,Angelika,19
260443.441335036,13,Angelika,20
260453.920726776,13,Angelika,21
