t,experiment_id,user,current_round
260207.956570987,13,Bennie,0
260218.357461375,13,Bennie,1
260229.365819719,13,Bennie,2
260241.545170437,13,Bennie,3
260253.451348116,13,Bennie,4
260267.203206277,13,Bennie,5
260282.688443624,13,Bennie,6
260297.744963041,13,Bennie,7
260311.525867433,13,Bennie,8
260324.000780975,13,Bennie,9
260334.586666851,13,Bennie,10
260345.607975514,13,Bennie,11
260355.926166242,13,Bennie,12
260367.652244455,13,Bennie,13
260378.786444757,13,Bennie,14
260390.652595226,13,Bennie,15
260400.895553057,13,Bennie,16
260410.984965419,13,Bennie,17
260421.864605293,13,Bennie,18
260433.172510779,13,Bennie,19
260443.592780438,13,Bennie,20
260454.122534919,13,Bennie,21
