t,experiment_id,user,current_round
260208.875709051,13,Norene,0
260219.600628049,13,Norene,1
260231.290409778,13,Norene,2
260245.072550449,13,Norene,3
260259.716141963,13,Norene,4
260274.170210035,13,Norene,5
260289.731606834,13,Norene,6
260301.656757284,13,Norene,7
260314.324886698,13,Norene,8
260327.391173557,13,Norene,9
260338.715205423,13,Norene,10
260348.884672874,13,Norene,11
260360.629771761,13,Norene,12
260371.938376902,13,Norene,13
260382.355389761,13,Norene,14
260393.595949648,13,Norene,15
260406.425594982,13,Norene,16
260416.851379071,13,Norene,17
260427.417510641,13,Norene,18
260438.971825684,13,Norene,19
260450.262108523,13,Norene,20
260460.523093114,13,Norene,21
