t,experiment_id,user,current_round
260207.752171532,13,Demetra,0
260218.213742091,13,Demetra,1
260229.13891381,13,Demetra,2
260241.402476606,13,Demetra,3
260253.289645971,13,Demetra,4
260266.869923536,13,Demetra,5
260282.496634473,13,Demetra,6
260297.533046239,13,Demetra,7
260307.957515607,13,Demetra,8
260318.278388303,13,Demetra,9
260330.635835226,13,Demetra,10
260341.333806394,13,Demetra,11
260351.852083915,13,Demetra,12
260363.293700151,13,Demetra,13
260373.903429194,13,Demetra,14
260386.396900903,13,Demetra,15
260397.561813288,13,Demetra,16
260408.849879785,13,Demetra,17
260420.95286876,13,Demetra,18
260432.845594949,13,Demetra,19
260443.428275482,13,Demetra,20
260453.898076992,13,Demetra,21
