t,experiment_id,user,current_round
260207.663942924,13,Shawnda,0
260218.108248569,13,Shawnda,1
260229.016429551,13,Shawnda,2
260241.288403591,13,Shawnda,3
260253.192790601,13,Shawnda,4
260266.626910859,13,Shawnda,5
260282.331084655,13,Shawnda,6
260297.418769319,13,Shawnda,7
260307.844369701,13,Shawnda,8
260318.174932714,13,Shawnda,9
260330.521898662,13,Shawnda,10
260341.238926374,13,Shawnda,11
260351.744700934,13,Shawnda,12
260363.175805468,13,Shawnda,13
260373.779888557,13,Shawnda,14
260384.154842318,13,Shawnda,15
260396.220474621,13,Shawnda,16
260406.831700964,13,Shawnda,17
260418.931354393,13,Shawnda,18
260429.514841584,13,Shawnda,19
260440.37417761,13,Shawnda,20
260451.799392786,13,Shawnda,21
