t,experiment_id,user,current_round
260208.689051771,13,Toshiko,0
260219.174205547,13,Toshiko,1
260231.145434673,13,Toshiko,2
260242.104921784,13,Toshiko,3
260254.218022999,13,Toshiko,4
260267.903781948,13,Toshiko,5
260283.515064354,13,Toshiko,6
260298.721950756,13,Toshiko,7
260312.140220408,13,Toshiko,8
260324.712022779,13,Toshiko,9
260337.049522581,13,Toshiko,10
260347.571370459,13,Toshiko,11
260357.981682761,13,Toshiko,12
260369.106923532,13,Toshiko,13
260380.109446364,13,Toshiko,14
260391.244459289,13,Toshiko,15
260403.446946338,13,Toshiko,16
260414.394317801,13,Toshiko,17
260425.570697872,13,Toshiko,18
260437.289492317,13,Toshiko,19
260448.971813226,13,Toshiko,20
260459.475220479,13,Toshiko,21
