t,experiment_id,user,current_round
260207.686610936,13,Lavette,0
260218.127966015,13,Lavette,1
260229.063319224,13,Lavette,2
260241.315134917,13,Lavette,3
260253.220178273,13,Lavette,4
260266.699708211,13,Lavette,5
260282.384222899,13,Lavette,6
260297.446242171,13,Lavette,7
260307.872361957,13,Lavette,8
260318.213955727,13,Lavette,9
260330.544758091,13,Lavette,10
260341.256110466,13,Lavette,11
260351.771026813,13,Lavette,12
260363.205647107,13,Lavette,13
260373.817507351,13,Lavette,14
260386.299481657,13,Lavette,15
260397.477771116,13,Lavette,16
260408.782464204,13,Lavette,17
260420.887331093,13,Lavette,18
260432.772745712,13,Lavette,19
260443.349396516,13,Lavette,20
260453.794888509,13,Lavette,21
