t,experiment_id,user,current_round
260207.792521727,13,Gilda,0
260218.246819869,13,Gilda,1
260229.16577358,13,Gilda,2
260241.440898961,13,Gilda,3
260253.335019312,13,Gilda,4
260266.990348304,13,Gilda,5
260282.539602237,13,Gilda,6
260297.58415702,13,Gilda,7
260307.992080415,13,Gilda,8
260318.30507549,13,Gilda,9
260330.669977456,13,Gilda,10
260341.371641865,13,Gilda,11
260351.880492727,13,Gilda,12
260363.331852214,13,Gilda,13
260373.937041077,13,Gilda,14
260386.430601298,13,Gilda,15
260397.596136596,13,Gilda,16
260408.887516395,13,Gilda,17
260420.996382943,13,Gilda,18
260432.906907757,13,Gilda,19
260443.455121929,13,Gilda,20
260453.945905611,13,Gilda,21
