t,experiment_id,user,current_round
260207.594416491,13,Barry,0
260217.705141748,13,Barry,1
260228.893442343,13,Barry,2
260241.203788986,13,Barry,3
260253.118620838,13,Barry,4
260266.547924066,13,Barry,5
260282.225746688,13,Barry,6
260297.337021121,13,Barry,7
260307.800936427,13,Barry,8
260318.086495412,13,Barry,9
260330.447573356,13,Barry,10
260341.174746165,13,Barry,11
260351.672148199,13,Barry,12
260363.109404838,13,Barry,13
260373.716408131,13,Barry,14
260384.103235148,13,Barry,15
260396.144423565,13,Barry,16
260406.76439149,13,Barry,17
260418.843986119,13,Barry,18
260429.43936375,13,Barry,19
260440.303446783,13,Barry,20
260451.712616258,13,Barry,21
