t,experiment_id,user,current_round
260207.656030111,13,Consuelo,0
260218.087808935,13,Consuelo,1
260228.967124754,13,Consuelo,2
260241.267459019,13,Consuelo,3
260253.173951865,13,Consuelo,4
260266.606153089,13,Consuelo,5
260282.282202552,13,Consuelo,6
260297.384099002,13,Consuelo,7
260307.835155894,13,Consuelo,8
260318.145888578,13,Consuelo,9
260330.499122445,13,Consuelo,10
260341.216909727,13,Consuelo,11
260351.718661731,13,Consuelo,12
260363.156570225,13,Consuelo,13
260373.759154359,13,Consuelo,14
260384.141613649,13,Consuelo,15
260396.20269008,13,Consuelo,16
260406.810857506,13,Consuelo,17
260418.902323768,13,Consuelo,18
260429.490097847,13,Consuelo,19
260440.349479008,13,Consuelo,20
260451.774346645,13,Consuelo,21
