t,experiment_id,user,current_round
260207.554197136,13,Brande,0
260217.668952897,13,Brande,1
260228.836593116,13,Brande,2
260241.159675484,13,Brande,3
260253.077776211,13,Brande,4
260266.494775601,13,Brande,5
260282.187714569,13,Brande,6
260297.291249652,13,Brande,7
260307.767640893,13,Brande,8
260318.052299087,13,Brande,9
260330.396705153,13,Brande,10
260341.137268613,13,Brande,11
260351.621848528,13,Brande,12
260363.066863059,13,Brande,13
260373.678897431,13,Brande,14
260384.031772769,13,Brande,15
260396.101039583,13,Brande,16
260406.716187894,13,Brande,17
260418.81425858,13,Brande,18
260429.388964336,13,Brande,19
260440.26872021,13,Brande,20
260451.672462266,13,Brande,21
