t,experiment_id,user,current_round
260207.978456616,13,Garnett,0
260218.373932134,13,Garnett,1
260229.400556014,13,Garnett,2
260241.562085075,13,Garnett,3
260253.482480904,13,Garnett,4
260267.249860568,13,Garnett,5
260282.739167922,13,Garnett,6
260297.768956389,13,Garnett,7
260311.550171998,13,Garnett,8
260324.070788534,13,Garnett,9
260334.607681441,13,Garnett,10
260345.636641161,13,Garnett,11
260355.953354303,13,Garnett,12
260367.677297232,13,Garnett,13
260378.810847478,13,Garnett,14
260390.67522655,13,Garnett,15
260400.92623949,13,Garnett,16
260412.065121749,13,Garnett,17
260423.439646756,13,Garnett,18
260435.21366567,13,Garnett,19
260446.952490158,13,Garnett,20
260456.998641787,13,Garnett,21
