t,experiment_id,user,current_round
260207.811106982,13,Benjamin,0
260218.263107159,13,Benjamin,1
260229.184317486,13,Benjamin,2
260241.453994189,13,Benjamin,3
260253.353873251,13,Benjamin,4
260267.050376255,13,Benjamin,5
260282.564925649,13,Benjamin,6
260297.601292687,13,Benjamin,7
260308.011262407,13,Benjamin,8
260318.348082212,13,Benjamin,9
260330.687074322,13,Benjamin,10
260341.388676279,13,Benjamin,11
260351.897685007,13,Benjamin,12
260363.349200673,13,Benjamin,13
260373.961901197,13,Benjamin,14
260386.439326154,13,Benjamin,15
260397.612782383,13,Benjamin,16
260408.896389789,13,Benjamin,17
260421.018820302,13,Benjamin,18
260432.925943517,13,Benjamin,19
260443.488945426,13,Benjamin,20
260453.977124494,13,Benjamin,21
