t,experiment_id,user,current_round
260208.927697338,13,Queen,0
260219.657313746,13,Queen,1
260231.360180813,13,Queen,2
260245.135598747,13,Queen,3
260259.822081745,13,Queen,4
260274.282722785,13,Queen,5
260289.857763672,13,Queen,6
260301.733189926,13,Queen,7
260314.408471623,13,Queen,8
260327.476884905,13,Queen,9
260338.786730168,13,Queen,10
260351.424705104,13,Queen,11
260362.812969401,13,Queen,12
260373.452856384,13,Queen,13
260383.802592322,13,Queen,14
260395.893297367,13,Queen,15
260406.498426724,13,Queen,16
260416.91565242,13,Queen,17
260427.476254786,13,Queen,18
260439.02350245,13,Queen,19
260450.370240129,13,Queen,20
260460.584167659,13,Queen,21
