t,experiment_id,user,current_round
260208.978651191,13,Magdalen,0
260219.710785369,13,Magdalen,1
260231.419612106,13,Magdalen,2
260245.190318109,13,Magdalen,3
260259.9022412,13,Magdalen,4
260274.427551788,13,Magdalen,5
260289.934503005,13,Magdalen,6
260301.78584866,13,Magdalen,7
260314.46202078,13,Magdalen,8
260327.535023571,13,Magdalen,9
260338.852838125,13,Magdalen,10
260351.463289728,13,Magdalen,11
260362.904916042,13,Magdalen,12
260373.515718153,13,Magdalen,13
260383.872271185,13,Magdalen,14
260395.952705584,13,Magdalen,15
260406.564075923,13,Magdalen,16
260416.984120667,13,Magdalen,17
260427.535425136,13,Magdalen,18
260439.090387078,13,Magdalen,19
260450.436132242,13,Magdalen,20
260460.688329279,13,Magdalen,21
