t,experiment_id,user,current_round
260208.623415628,13,Buffy,0
260219.113628857,13,Buffy,1
260231.104049025,13,Buffy,2
260242.049402717,13,Buffy,3
260254.141757362,13,Buffy,4
260267.857562278,13,Buffy,5
260283.460833385,13,Buffy,6
260298.650605962,13,Buffy,7
260312.089420149,13,Buffy,8
260324.665599372,13,Buffy,9
260336.998590507,13,Buffy,10
260347.528286598,13,Buffy,11
260357.927701445,13,Buffy,12
260369.058984871,13,Buffy,13
260380.050341868,13,Buffy,14
260391.201853269,13,Buffy,15
260403.356089705,13,Buffy,16
260414.341482187,13,Buffy,17
260425.523780854,13,Buffy,18
260437.228135865,13,Buffy,19
260448.92471146,13,Buffy,20
260459.424157426,13,Buffy,21
