t,experiment_id,user,current_round
260208.512112947,13,Sherie,0
260219.031629054,13,Sherie,1
260231.014584564,13,Sherie,2
260241.967275448,13,Sherie,3
260254.03775912,13,Sherie,4
260267.767517684,13,Sherie,5
260283.382145582,13,Sherie,6
260298.544902334,13,Sherie,7
260312.003844175,13,Sherie,8
260324.568082383,13,Sherie,9
260335.046798419,13,Sherie,10
260346.032040404,13,Sherie,11
260357.832869122,13,Sherie,12
260368.971893725,13,Sherie,13
260379.961540362,13,Sherie,14
260391.122804324,13,Sherie,15
260403.279925325,13,Sherie,16
260414.257115502,13,Sherie,17
260425.44815797,13,Sherie,18
260437.15822943,13,Sherie,19
260448.831408403,13,Sherie,20
260459.342588935,13,Sherie,21
