t,experiment_id,user,current_round
260209.117626676,13,Bronwyn,0
260219.812102887,13,Bronwyn,1
260231.513176362,13,Bronwyn,2
260245.306139417,13,Bronwyn,3
260260.100310711,13,Bronwyn,4
260274.568700379,13,Bronwyn,5
260290.140992205,13,Bronwyn,6
260301.884538906,13,Bronwyn,7
260314.591103425,13,Bronwyn,8
260327.655091666,13,Bronwyn,9
260338.973911115,13,Bronwyn,10
260351.573649431,13,Bronwyn,11
260363.009643475,13,Bronwyn,12
260373.62620392,13,Bronwyn,13
260383.97932269,13,Bronwyn,14
260396.054339963,13,Bronwyn,15
260406.664186015,13,Bronwyn,16
260417.110032288,13,Bronwyn,17
260427.661148407,13,Bronwyn,18
260439.205978282,13,Bronwyn,19
260450.545411253,13,Bronwyn,20
260460.809819686,13,Bronwyn,21
