t,experiment_id,user,current_round
260208.712026853,13,Betty,0
260219.194794855,13,Betty,1
260231.157883498,13,Betty,2
260244.928602274,13,Betty,3
260259.456135102,13,Betty,4
260273.850802918,13,Betty,5
260289.424536191,13,Betty,6
260301.502093346,13,Betty,7
260312.179418164,13,Betty,8
260324.722354909,13,Betty,9
260337.071034073,13,Betty,10
260347.584620343,13,Betty,11
260358.003236744,13,Betty,12
260369.132136717,13,Betty,13
260380.124542804,13,Betty,14
260391.269969169,13,Betty,15
260403.477027752,13,Betty,16
260414.407354484,13,Betty,17
260425.583626318,13,Betty,18
260437.318296459,13,Betty,19
260448.989946932,13,Betty,20
260459.492407191,13,Betty,21
