t,experiment_id,user,current_round
260208.653024295,13,Brian,0
260219.154206012,13,Brian,1
260231.125001197,13,Brian,2
260242.085606796,13,Brian,3
260254.190803302,13,Brian,4
260267.88206781,13,Brian,5
260283.493955687,13,Brian,6
260298.687350842,13,Brian,7
260312.125909386,13,Brian,8
260324.691452838,13,Brian,9
260337.028524824,13,Brian,10
260347.554074544,13,Brian,11
260357.958903397,13,Brian,12
260369.08587944,13,Brian,13
260380.090019316,13,Brian,14
260391.227886587,13,Brian,15
260403.422131346,13,Brian,16
260414.376970058,13,Brian,17
260425.549868149,13,Brian,18
260437.268197979,13,Brian,19
260448.952673987,13,Brian,20
260459.45458285,13,Brian,21
