t,experiment_id,user,current_round
260208.135029624,13,Georgene,0
260218.749648598,13,Georgene,1
260229.513326679,13,Georgene,2
260241.681578321,13,Georgene,3
260253.639172044,13,Georgene,4
260267.429119374,13,Georgene,5
260282.941731819,13,Georgene,6
260297.887886,13,Georgene,7
260311.691807431,13,Georgene,8
260324.231900179,13,Georgene,9
260334.733276127,13,Georgene,10
260345.75062557,13,Georgene,11
260356.087077963,13,Georgene,12
260367.818634382,13,Georgene,13
260378.930922223,13,Georgene,14
260390.809269138,13,Georgene,15
260402.998703326,13,Georgene,16
260413.965655946,13,Georgene,17
260425.130312557,13,Georgene,18
260435.369899992,13,Georgene,19
260447.099162558,13,Georgene,20
260457.492365474,13,Georgene,21
