t,user,current_round
197692.726052971,Yuriko,0
197702.914779419,Yuriko,1
197714.136755375,Yuriko,2
197726.902792052,Yuriko,3
197737.051569285,Yuriko,4
197747.132677322,Yuriko,5
197758.314144795,Yuriko,6
