t,user,current_round
193468.343733014,Isaura,0
193478.426709546,Isaura,1
193488.453656746,Isaura,2
193498.468576448,Isaura,3
193508.499748763,Isaura,4
193518.532105086,Isaura,5
193528.544904299,Isaura,6
193538.554792306,Isaura,7
193548.570201348,Isaura,8
193558.577564118,Isaura,9
193568.60346245,Isaura,10
193578.623404111,Isaura,11
193588.638999131,Isaura,12
193598.649608138,Isaura,13
193608.658930515,Isaura,14
193618.671572255,Isaura,15
193628.699912028,Isaura,16
193638.706919226,Isaura,17
193648.710304757,Isaura,18
193658.712214857,Isaura,19
193668.717550108,Isaura,20
193678.789553503,Isaura,21
193688.791079173,Isaura,22
193698.791591434,Isaura,23
193708.825896764,Isaura,24
193718.832031655,Isaura,25
193728.842384514,Isaura,26
193738.844870893,Isaura,27
193748.852841833,Isaura,28
193758.853412661,Isaura,29
193768.853882755,Isaura,30
193778.854759465,Isaura,31
193788.860608589,Isaura,32
193798.924722307,Isaura,33
193808.932830402,Isaura,34
193818.932970503,Isaura,35
193828.939540262,Isaura,36
193838.954649291,Isaura,37
193848.95828086,Isaura,38
193858.962995965,Isaura,39
