t,user,current_round
195230.009302536,Garnett,0
195240.058491781,Garnett,1
195250.081661481,Garnett,2
195260.100033218,Garnett,3
195270.119510286,Garnett,4
195280.132970104,Garnett,5
195290.133764518,Garnett,6
195300.150155551,Garnett,7
195310.162416693,Garnett,8
195320.164170785,Garnett,9
195330.164612805,Garnett,10
195340.181432841,Garnett,11
195350.181711612,Garnett,12
195360.190036919,Garnett,13
195370.194742003,Garnett,14
195380.197670344,Garnett,15
195390.201926245,Garnett,16
195400.21135961,Garnett,17
195410.21609531,Garnett,18
195420.217274907,Garnett,19
195430.260712137,Garnett,20
195440.266234084,Garnett,21
195450.267330287,Garnett,22
