t,user,current_round
195229.938706853,Jayne,0
195239.96279226,Jayne,1
195249.971046478,Jayne,2
195259.97470911,Jayne,3
195269.977371306,Jayne,4
195279.982123301,Jayne,5
195289.99060669,Jayne,6
195299.992547429,Jayne,7
195309.998940975,Jayne,8
195320.002037938,Jayne,9
195330.002550733,Jayne,10
195340.009802329,Jayne,11
195350.018258148,Jayne,12
195360.021631005,Jayne,13
195370.029672011,Jayne,14
195380.036276808,Jayne,15
195390.041961118,Jayne,16
195400.042999508,Jayne,17
195410.048375144,Jayne,18
195420.058646664,Jayne,19
195430.072892006,Jayne,20
195440.077345246,Jayne,21
195450.080403566,Jayne,22
